IndexNumber_Target,ChannelCount_Luminaire,OptimCounter,CCT_Target,Duv_Target,Duv_signed,Luminance_Target,u1976_Target,v1976_Target,Luminance_Actual,u1976_Actual,v1976_Actual,MelanopicRadiance_Actual,CIEx2Degree_Actual,CIEy2Degree_Actual,LuminanceDifference_TargetTOActucal,u1976_Difference_TargetTOActural,v1976_Difference_TargetTOActural,OptimResult_Number,CRI_Actual
24,11,4,2700,0.0240000000000002,-0.0240000000000002,140,0.269167275998036,0.492772536887786,139.729673377943,0.269205224669651,0.49275948693087,0.140082370662692,0.422755782375268,0.343920884028454,0.270326622057496,3.79486716144961e-05,1.30499569157005e-05,12,47.6407838507405
24,11,4,2700,0.0240000000000002,-0.0240000000000002,140,0.269167275998036,0.492772536887786,139.598950635805,0.269214842053693,0.492758198460415,0.0963911616207131,0.422765107941912,0.343915284861897,0.40104936419479,4.75660556567559e-05,1.4338427370697e-05,13,79.1983578516144
25,11,0,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.723701821999,0.26995574806609,0.488455359322234,0.103413935194284,0.418575792765567,0.336607578955807,0.723701821999413,4.56222441997944e-05,5.39632347468233e-06,1,85.2752196517896
25,11,0,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.684397879669,0.269991659692151,0.488492390914032,0.0890665569694554,0.418658669525425,0.336654966283114,0.684397879668836,9.71061813853646e-06,4.24279152730356e-05,2,88.9573152820958
25,11,0,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.669052984984,0.269983757723979,0.488451142099111,0.105066823443537,0.418602236631427,0.336591014530424,0.669052984984489,1.76125863114995e-05,1.17910035196678e-06,3,84.0137627495547
25,11,0,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.954411388147,0.27002247806302,0.4884433427733,0.101419140044145,0.418636516401612,0.336564934140943,0.954411388146582,2.11077527303427e-05,6.62022545921959e-06,4,82.1664590449302
25,11,0,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.704592859021,0.269972054062151,0.488467991962156,0.104706673606333,0.418608596757653,0.336622332405863,0.704592859020977,2.93162481387332e-05,1.80289633971431e-05,5,84.3090174770989
25,11,0,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.373806659158,0.270022456942963,0.488443725123458,0.096161518192711,0.418636933973772,0.336565559635994,0.373806659158078,2.10866326731396e-05,6.2378753006298e-06,6,87.5302681858254
25,11,0,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.65124586955,0.269960314309768,0.488467200936047,0.103673421129742,0.41859456063337,0.336625138373349,0.651245869550252,4.10560005217886e-05,1.72379372882503e-05,7,84.3152907502525
25,11,0,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,139.469603930243,0.270045994667299,0.488413729607198,0.116843747832418,0.418628631942376,0.336508883646922,0.530396069756733,4.46243570091931e-05,3.62333915607804e-05,8,69.5954958833853
25,11,0,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.698921055048,0.270009822435979,0.488437342505345,0.103859949160151,0.418615448080629,0.336559635987427,0.698921055048288,8.45212568878484e-06,1.26204934141061e-05,9,84.4812542723503
25,11,0,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.78164077633,0.269989388251929,0.48841332129355,0.103348984343534,0.418564895568451,0.33652791095909,0.781640776329994,1.19820583610597e-05,3.66417052091172e-05,10,85.2399389813613
25,11,0,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.626997782067,0.269977589593642,0.488449447672911,0.104664964781298,0.418593386890625,0.336590420846915,0.626997782066553,2.3780716648325e-05,5.15325847882941e-07,11,84.3450734180707
25,11,0,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.556281433988,0.269993836645166,0.488439290198895,0.0977716848117108,0.418599827685323,0.336568345826859,0.556281433988119,7.53366512429299e-06,1.06727998643308e-05,12,76.6904120640686
25,11,0,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,139.647048342549,0.270049547719908,0.488485133492099,0.11815820221834,0.418714998959475,0.336623085798405,0.352951657451399,4.81774096183774e-05,3.51704933400643e-05,13,68.4973316468999
25,11,0,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.444224441412,0.270010306213847,0.488456899851774,0.105336924167653,0.418638555188365,0.336591087442552,0.444224441411762,8.93590355743878e-06,6.93685301489388e-06,14,83.6186444600217
25,11,0,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.148997854763,0.270014335010792,0.488425429078901,0.114691726637397,0.418606746459885,0.336538806762603,0.148997854763024,1.29647005019384e-05,2.45339198578498e-05,15,72.4077354466978
25,11,0,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.790618102613,0.270002101423566,0.48841394882307,0.103841165084678,0.418579828831914,0.336524503607086,0.790618102613195,7.31113276031259e-07,3.60141756892141e-05,16,84.9380831548895
25,11,0,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,139.85480447731,0.269980068333382,0.488415275327196,0.107753035758564,0.418556732750564,0.336534311388054,0.145195522690102,2.13019769076395e-05,3.46876715632272e-05,17,79.7305731441205
25,11,0,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.431285017006,0.270020024546628,0.488490201062881,0.100616162271277,0.418687848652505,0.336641553758427,0.431285017006218,1.8654236337512e-05,4.02380641217892e-05,18,87.6455812221283
25,11,0,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.533943233052,0.270014924043381,0.488452174752965,0.104039376492042,0.418638264314642,0.336581841193079,0.533943233051644,1.35537330910318e-05,2.21175420650477e-06,19,84.6287976130967
25,11,1,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.066087030345,0.27001879504528,0.488475695164464,0.139462865645396,0.418669733067519,0.336618524598436,0.0660870303449883,1.74247349901124e-05,2.57321657050613e-05,20,74.174376686528
25,11,2,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.693669610628,0.270044084025691,0.488496520888279,0.122544710625369,0.418722035496474,0.33664340118108,0.693669610628206,4.27137154012103e-05,4.65578895198493e-05,21,70.3173097727469
25,11,2,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.47447705956,0.27001474446337,0.48840691073307,0.123806860862969,0.418585840049079,0.336508729750681,0.474477059560229,1.33741530795595e-05,4.30522656891252e-05,22,69.4653223925044
25,11,3,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.879295539385,0.269981706981393,0.488461894326662,0.0967620346879612,0.418612350938264,0.336609113614146,0.879295539385367,1.96633288969128e-05,1.19313279032252e-05,23,81.6952007754788
25,11,3,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.680130510362,0.270049266666468,0.488441399392356,0.113680357189097,0.418664214200444,0.336552473774483,0.680130510362346,4.78963561775791e-05,8.56360640300036e-06,24,80.1080397486814
25,11,4,2700,0.0270000000000002,-0.0270000000000002,140,0.27000137031029,0.488449962998759,140.517336609299,0.270019505755071,0.488410969726895,0.11796926458491,0.418595843968067,0.336513634868933,0.517336609299406,1.81354447812421e-05,3.89932718637409e-05,25,69.9506701016116
